"X0"	"X0.1"	"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"	"X18"	"X19"	"X20"	"X21"	"X22"	"X23"	"X24"	"X25"	"X26"	"X27"	"X28"	"X29"	"X30"	"X31"	"X32"	"X33"	"X34"	"X35"	"X36"	"X37"	"X38"	"X39"	"X40"	"X41"	"X42"	"X43"	"X44"	"X45"	"X46"
"IMAGE:234398"	0.02561	0.151395	-0.203563	-0.385248	-0.081159	-0.318298	-0.303586	-0.418978	-0.171356	-0.3344	-0.292068	-0.180488	-0.010483	-0.332122	-0.24233	-0.262776	-0.368111	-0.233977	-0.433193	-0.095419	-0.284606	-0.033684	-0.307762	0.13626	0.360225	0.14995	0.105193	0.11068	0.266413	0.165981	0.195033	-0.142764	0.115888	0.07965	0.332218	0.015855	0.241283	0.205545	0.126352	0.239248	0.275245	0.389997	0.078567	0.21368	0.389667	0.318051	0.291265	0.030029
"IMAGE:1855322"	0.263142	-0.180444	0.188654	0.202306	-0.445663	-0.184425	0.007384	0.610685	0.159983	-0.287794	0.34944	0.710669	0.070622	-0.034724	0.104347	-0.022744	-0.104833	0.06503	-0.104368	0.123265	-0.539761	-0.137836	0.003245	0.021717	-0.081216	0.150923	-0.647739	-0.158694	-0.409529	-0.371107	0.206488	0.00231	-0.009629	0.590501	-0.229392	-0.275448	-0.035766	0.178963	0.171964	0.24686	-0.10489	-0.453317	0.561207	-0.436443	0.075136	-0.160079	0.395043	0.227518
"IMAGE:1985494"	0.883223	-0.02365	-0.009858	-0.535155	-0.498953	-0.339569	-0.003303	0.150776	-0.129683	0.121205	-0.115901	0.636666	-0.171631	-0.136201	0.007756	-0.11415	0.426257	-0.194326	0.151514	0.239452	-0.313862	-0.241428	-0.376692	0.303616	-0.485599	0.194678	-0.051611	0.436523	-0.240711	0.311391	-0.103825	0.202152	-0.139873	0.532657	-0.010386	-0.633281	0.068888	-0.171943	-0.16677	0.044181	-0.112388	-0.025955	-0.15432	-0.746107	0.352949	0.000664	0.224235	0.525668
"IMAGE:268726"	0.599039	-0.052906	0.051121	-0.064852	-0.412099	-0.093664	-0.300958	0.313552	-0.384064	-0.286377	0.124906	1.459785	-0.173012	-0.331437	0.179624	-0.067315	0.060814	-0.319515	0.547778	-0.033735	-0.007042	-0.106457	-0.16145	-0.140786	0.056989	-0.03536	-0.056492	-0.168309	-0.255062	0.036167	-0.161662	-0.147203	-0.241597	-0.443973	-0.264021	-0.417703	-0.11525	-0.150978	0.325999	0.307687	-0.01156	-0.258694	0.106583	-0.689417	0.466889	0.168475	0.404068	1.25363
"IMAGE:854654"	-0.826343	-0.016602	0.069558	0.492206	-0.159325	0.307382	0.351368	0.045908	0.238791	-0.077278	0.03562	0.029479	0.047306	0.367429	0.238048	0.43437	-0.326294	0.093206	-0.148743	0.253619	-0.016003	-0.018264	-0.258288	0.025796	-0.304649	0.386535	-0.391623	0.040499	0.118364	-0.11399	-0.1015	-0.002808	-0.734404	0.383567	-0.378569	0.214354	-0.269397	0.087049	0.130462	-0.359136	-0.036592	0.176085	0.042108	-0.443582	0.249779	0.194443	-0.154733	0.495532
"IMAGE:1543943"	0.074887	-0.121413	0.097484	0.225695	-0.052509	0.357055	0.216176	0.209903	-0.182665	-0.163632	0.080758	-0.446514	0.627058	-0.279396	-0.233862	0.047275	0.235809	-0.251076	0.12585	0.154993	-0.019377	-0.022663	0.255976	0.099528	0.064452	-0.196538	0.272831	-0.69522	-0.22023	-0.109218	0.069548	0.304446	0.140053	-0.042573	0.461547	-1.036339	-0.073706	0.213736	-0.120393	-0.065402	-0.669843	-0.214692	0.629855	-0.041728	0.214958	-0.165097	0.126393	0.531785
"IMAGE:757322"	-1.021552	0.098557	-0.483263	0.114487	0.040339	0.137139	0.051635	-0.528463	0.217625	0.043819	0.062978	-0.274856	0.531702	-0.469431	0.464134	0.257655	0.384339	-0.098812	0.325417	-0.281908	0.460856	-0.095088	0.39183	-0.106349	0.522753	0.34872	0.074964	-0.314637	-0.384981	0.197806	-0.323749	-0.27339	0.384053	0.171461	-0.180789	-0.036185	0.158348	0.303612	-0.196443	0.171406	-0.49302	0.072931	0.132462	-0.368725	0.273065	-0.426206	0.253379	0.204434
"IMAGE:29967"	0.205853	0.367166	0.432309	0.194234	0.093476	-0.263225	0.066203	0.189977	0.098028	-0.040358	-0.139696	-0.66626	-0.007181	0.024765	0.016928	-0.205802	0.045252	-0.187734	-0.619183	-0.122704	-0.010256	-0.377747	0.193473	-0.050983	0.501392	0.43671	0.032978	0.051334	0.211988	-0.559269	0.063343	0.036061	-0.221312	-0.329307	-0.099658	-0.026617	-0.209708	0.289518	-0.243638	0.261593	-0.117246	0.497898	-0.179904	0.136168	-0.102182	0.28536	0.017444	0.091737
"IMAGE:1635652"	-0.329581	0.412493	-0.063033	0.132051	-0.190101	-0.761929	0.210992	0.535261	-0.278683	0.995186	-0.128373	-0.107736	0.638833	0.031736	0.290094	-0.458076	-0.071285	0.471375	0.115044	0.361559	0.417727	-0.54041	0.146698	-0.103828	0.157766	-0.049284	-1.206073	0.607522	-0.184939	0.46651	0.200591	0.007572	0.083208	-0.297599	-0.175063	0.276651	-0.534384	-0.81959	0.113952	-0.23999	0.016757	0.581653	0.194332	-0.537588	-0.152558	-0.497004	0.471668	0.350977
"YML037C"	0.031083	-0.003757	-0.557225	0.074299	-0.416488	-0.139596	0.045776	0.050996	0.070046	-0.008081	0.019563	0.073841	0.668177	0.255069	0.21792	0.159113	0.518012	-0.185273	0.152639	-0.259667	0.238701	-0.368462	0.365933	-0.354291	-0.0757	-0.076066	0.628311	0.638551	-0.342931	0.093266	-0.158214	0.238759	0.322789	-0.032078	-0.389133	0.356006	-0.095723	-0.776418	0.430859	-0.122167	-0.520167	-0.741399	-0.045175	-0.462737	-0.131583	0.200787	0.602835	0.296701
"IMAGE:460654"	-0.366613	0.127621	-0.863058	-0.129843	0.038537	-0.030454	0.034461	-0.27328	-0.058509	-0.454991	-0.633803	0.023756	0.525839	0.461033	0.584622	-0.419481	-0.043107	0.085626	-0.100406	0.319371	0.326432	0.25744	0.545024	0.1546	0.145455	-0.990476	0.059148	-0.38859	0.533145	0.127481	0.04824	0.121298	0.279982	0.038374	0.372221	-0.417409	-0.08135	0.28856	0.081426	-0.251095	-0.246486	0.2286	0.298937	0.253321	0.09422	-0.153306	-0.161249	0.251047
"IMAGE:592359"	-0.120896	0.274604	0.024323	-0.039916	0.151528	0.055483	0.268431	0.09331	-0.374338	-0.062287	0.114747	-0.25375	0.203075	-0.448268	-0.207842	0.027858	-0.250397	-0.284881	0.315093	0.021588	1.183229	-0.104609	-0.133668	-0.049481	-0.052079	-0.159803	0.111305	-0.283801	0.157863	-0.2339	-0.119642	-0.303888	0.201897	-0.047319	0.202758	-0.429228	0.205401	0.01092	0.049865	-0.184438	0.168378	-0.236506	0.384944	0.086796	0.245081	-0.03932	0.013069	-0.227339
"IMAGE:144861"	-0.063953	-0.278693	0.323663	-0.200701	0.280278	-0.220424	0.258226	-0.056073	-0.036692	-0.149853	-0.042753	-0.424425	0.076224	-0.300167	-0.063149	-0.043951	0.264406	-0.199488	-0.134551	-0.308095	0.875475	0.14387	0.297727	-0.172049	0.579033	-0.064867	0.348053	0.037777	0.207244	0.011102	-0.091882	-0.162282	0.557193	0.013905	-0.287793	0.024682	0.03759	-0.014261	0.391356	-0.222932	-0.070817	-0.32973	-0.025126	0.156617	-0.414663	-0.048962	-0.401129	0.438168
"IMAGE:1955809"	0.279871	0.081727	-0.013525	-0.471178	-0.02786	0.143544	0.145654	0.441371	0.152519	-0.029798	0.159337	0.367987	-0.708925	0.112915	-0.049322	-0.078118	0.026999	-0.085818	1.026414	0.112816	-1.662659	0.308198	0.03131	-0.198031	0.225154	0.253284	0.035064	0.107683	-0.305134	-0.374232	-0.725793	-0.065814	-0.599158	-0.305584	-0.484154	-0.192385	-0.100661	0.5009	-0.13791	-0.213493	0.20293	0.069268	-0.01553	0.066193	0.131749	0.361612	0.276486	1.375871
"IMAGE:395864"	-0.24669	-0.117803	-0.339616	0.103313	-0.427785	-0.319993	-0.18233	-0.295323	-0.578098	-0.079596	0.146847	-0.152574	0.325343	-0.17792	0.337739	-0.174594	0.383167	-0.187981	0.443557	-0.327615	0.105879	-0.13936	0.041617	-0.087636	0.476135	-0.009506	-0.036656	0.169924	0.193674	0.594275	-0.034611	-0.167661	0.4972	-0.342012	0.100536	-0.395374	0.350043	-0.367099	0.252938	-0.044542	0.195309	-0.304282	0.230078	-0.771485	0.348957	-0.189416	0.484803	0.799935
"IMAGE:1500248"	0.064445	-0.041666	0.154758	-0.311808	0.016644	0.286655	-0.174917	-0.548058	-0.461403	0.234055	-0.267076	0.394716	-0.239149	-0.201816	0.260889	0.170743	0.228358	0.362527	-0.360674	0.213265	-0.259502	-0.302724	-0.184462	0.691914	-0.571669	-0.273096	-0.230802	-0.764067	0.130562	0.275795	-0.316406	0.24336	0.356062	0.126485	-0.013207	-0.121342	0.199645	0.25949	0.085028	0.107	0.331919	-0.066206	-0.008399	0.114946	0.014092	0.234404	0.049891	-0.028101
"IMAGE:1867449"	-0.31082	-0.170869	-0.395918	0.530126	0.16332	-0.304793	-0.049848	0.428708	0.221131	0.158731	0.604729	-0.744794	-0.274074	0.232494	0.261623	0.023954	0.066796	-0.065534	0.28007	0.010352	0.34765	-0.05669	0.216816	0.062735	-0.694508	-0.397282	0.390294	-0.02579	0.175505	-0.167762	0.102588	0.289032	0.141783	0.003465	-0.490419	0.068105	-0.088998	-0.201723	0.20785	0.124644	0.117775	0.053979	-0.156794	-0.014526	-0.275502	0.038498	-0.036577	0.198862
"YLR101C"	0.07861	0.137181	-0.264217	0.282139	0.129596	0.243473	0.339252	0.221691	0.020239	-0.18718	0.186424	0.300981	0.446775	-0.144798	0.276995	0.022255	0.267082	0.140026	0.215101	0.068471	-0.040146	-0.086113	0.262359	-0.283758	-0.139211	-1.136243	0.232887	0.109091	-0.036077	-0.343182	0.217048	-0.304275	-0.432568	-0.078377	-0.259509	-0.511192	0.247586	0.248223	0.024207	-0.146881	-0.016618	0.059874	0.291149	0.324053	-0.59906	-0.071684	0.349124	0.101649
"IMAGE:489218"	0.441475	0.024112	-0.006885	0.613265	-0.476479	0.003825	-0.184557	-0.508856	-0.091217	0.373929	-0.009109	0.06574	-0.074193	0.046152	0.389916	0.205188	-0.035375	-0.312018	0.288751	-0.135592	1.271792	0.200256	0.231125	-0.272729	0.475814	0.111068	0.021137	-0.396674	0.714419	0.050254	0.335811	0.180237	-0.0039	-0.019282	-0.26242	-0.293685	-0.070025	-0.855926	-0.13482	-0.338303	0.002249	-0.09294	0.154531	-0.185464	-0.338218	-0.130258	-0.209925	-1.277466
"IMAGE:814055"	-0.261033	0.111745	0.295847	0.188911	-0.146148	0.174631	0.26011	0.531722	-0.147655	0.159521	0.099851	1.293015	0.271604	0.236935	-0.175328	0.092675	0.389342	0.587777	0.164093	0.223064	-1.192152	-0.020747	-0.248328	0.226464	-0.281991	0.799651	-0.627961	0.047514	-0.215444	0.054887	-0.249694	-0.384277	-0.524605	-0.440083	-0.861399	0.162165	-0.038575	-0.055464	0.059092	0.39046	-0.46345	-0.097915	0.326634	-0.455644	-0.234144	0.223437	-0.025495	0.151082
"IMAGE:128437"	0.396951	-0.029654	0.089692	0.168471	0.25985	-0.338632	0.329147	-0.144188	0.149051	0.138812	-0.175591	-0.039712	-0.372621	-0.013888	0.074473	0.039609	-0.080198	-0.284867	0.10508	0.130381	-0.092017	-0.536815	0.029179	-0.452031	-0.247034	-0.479083	0.426203	-0.186918	0.182792	-0.242147	-0.063886	-0.457644	0.121049	0.400202	0.171415	-0.137094	0.341439	0.381332	-0.25014	-0.334532	0.139166	-0.017309	0.115891	0.216268	-0.083265	0.447912	-0.537433	0.256042
"IMAGE:1841663"	-0.44119	0.129107	0.079006	0.383442	-0.155894	0.020207	-0.115156	-0.122224	-0.225606	0.204066	0.110279	0.270523	-0.102626	0.052728	0.062834	0.110919	-0.501871	-0.124184	0.271136	-0.283523	0.555186	0.176674	0.492598	-0.370464	-0.032732	0.126382	-0.002801	-0.190604	0.13117	-0.17872	0.161201	0.202106	0.238903	0.398283	0.049178	0.083432	0.523762	-0.515003	0.254331	-0.153882	-0.123766	-0.456106	-0.139361	-0.627195	0.489758	-0.409394	-0.14559	-0.334172
"IMAGE:138141"	0.183796	0.069158	0.266334	0.069752	-0.129728	0.250348	0.065155	-0.013093	-0.099061	-0.1514	-0.014601	0.33954	0.016357	0.182307	-0.077067	0.346569	-0.026232	-0.366216	0.153679	-0.034741	-0.211095	-0.058625	-0.231154	-0.037235	0.260148	-0.249819	-0.461405	-0.525417	0.378213	-0.172297	0.139726	-0.21255	0.331508	0.065484	-0.232447	-0.462012	0.218175	0.205898	0.027444	-0.863378	0.062099	0.270072	0.243793	0.223231	0.089021	0.153354	-0.016227	-0.215375
"IMAGE:1737489"	0.373748	-0.008672	0.170953	-0.024676	0.461489	0.081538	-0.107709	0.077207	-0.634685	0.459344	0.396879	-0.80797	1.438071	-0.381051	-0.459421	0.264508	-0.472461	-0.02025	-0.164659	-0.335663	0.204417	0.290776	-0.075299	-0.095252	-0.560452	0.304329	0.386861	0.035133	0.518666	-0.158173	-0.007323	-0.338072	0.149922	0.313465	0.266233	0.20199	-0.142165	0.065182	0.141559	-0.163288	0.056915	-0.086847	-0.223825	-0.022179	-0.427291	-0.333946	-0.581113	-0.458025
"IMAGE:1415613"	-0.197035	0.187757	-0.002685	0.328346	-0.080271	0.339738	-0.061186	0.033642	0.267569	0.20219	0.12447	0.066441	-1.070771	0.442297	-0.1807	0.271006	-0.022838	-0.634017	0.050257	0.449864	-0.176568	0.449545	0.230102	-0.240046	0.441532	0.262776	-0.177334	0.486383	-0.16752	0.49781	-0.08601	0.194463	-0.149488	-0.547061	0.186236	0.14392	-0.527727	-0.056348	-0.422169	-0.211155	-0.271898	-0.81615	-0.092444	0.400346	-0.337756	0.146238	0.026838	0.385602
"IMAGE:1578190"	-0.293481	-0.099586	0.261827	-0.37221	0.49873	-0.124605	0.370158	0.476547	0.214606	-0.367296	0.243718	0.103682	0.540281	0.309184	0.747487	0.059039	-0.018365	0.28048	-0.222786	-0.298453	0.013279	0.091678	0.025701	0.076361	-0.05946	-0.112948	-0.08393	0.188355	-0.141748	0.242964	0.098531	0.032745	-0.794378	-0.268304	-0.144464	0.135322	-0.270507	-0.10989	0.108928	-0.034365	-0.177012	-0.911094	0.072467	0.297445	0.164752	0.030861	0.089615	0.37162
"IMAGE:1322605"	0.23467	-0.226395	-0.057828	0.824793	-0.262868	0.161681	0.186584	-0.322165	0.215221	0.254104	0.067764	-0.196915	0.001866	0.075479	0.413242	-0.136812	-0.140818	0.006571	0.101877	0.337969	-0.097924	-0.007624	-0.266674	-0.037572	0.439156	0.044295	-0.039161	-0.078834	0.213235	-0.012714	-0.30104	-0.005381	-0.200302	0.251902	-0.007426	0.060362	-0.000827	0.020527	0.363354	0.228512	-0.242112	-0.201947	-0.837388	-0.238601	-0.060128	-0.335441	-0.362266	-0.295324
"IMAGE:781059"	0.055963	-0.062228	0.20927	0.00164	0.238827	0.241417	0.08035	0.201715	0.28801	0.058144	-0.02836	-0.105029	-0.049651	0.309036	-0.172874	0.028447	-0.009228	0.360902	-0.073947	-0.208141	-0.606854	-0.20465	0.306375	-0.296799	0.238987	0.443002	0.23459	0.099491	-0.17048	-0.26569	0.083271	-0.243002	-0.197324	0.07	-0.105849	0.085189	-0.26587	-0.203085	0.254291	0.071553	-0.04346	0.396321	-1.245702	-0.008508	0.023204	0.282556	-0.10115	-0.015637
"IMAGE:1755743"	0.395601	-0.079644	0.094896	0.548553	0.234989	0.078911	0.093185	0.320063	-0.090067	0.250704	-0.018031	-0.959201	0.060255	0.071364	-0.153239	-0.385164	-0.220765	0.130916	0.198799	0.138306	6.2e-05	0.188108	0.318823	-0.176769	-0.282156	-0.381117	0.274866	0.502186	-0.179748	-0.215677	0.15585	0.085364	0.11593	-0.342597	0.101152	0.519158	0.037709	-0.145449	-0.290646	-0.081605	-0.134881	0.240587	-0.356237	0.214941	-0.273969	-0.614247	-0.065427	-0.106099
"IMAGE:1737087"	-0.03632	0.22315	0.309535	0.071067	0.141334	-0.181976	-0.228593	0.030974	-0.585673	-0.196214	0.058415	0.108571	0.059329	-0.002018	0.580557	-0.125048	-0.080336	-0.635736	0.104002	0.1315	0.134727	0.265062	-0.175262	-0.385581	-0.547652	0.063705	-0.011196	-0.109523	-0.755749	0.317827	-0.240607	0.046557	0.393218	-0.406725	0.468589	-0.254564	0.119572	0.351537	-0.276183	0.622369	-0.059865	0.024218	0.817479	-0.387918	0.034165	0.17389	-0.251899	0.011445
"IMAGE:293421"	0.253147	-0.018189	0.061955	-0.293117	-0.00886	-0.278139	-0.345801	0.045318	0.201645	0.063337	0.182116	0.191314	-0.144289	-0.480634	-0.087398	-0.155665	0.241366	0.13385	-0.404344	0.047424	0.286873	-0.0772	0.23254	0.346915	-0.451204	-0.315607	0.350818	0.154211	-0.040286	-0.291889	0.072907	0.163255	-0.062013	0.393414	0.149083	0.356081	-0.195214	-0.139133	-0.384092	0.251618	0.293052	-0.211098	0.156608	-0.330565	-0.113813	0.350268	-0.129456	-0.109496
"IMAGE:1757773"	0.235068	-0.306508	0.000219	0.218842	0.105938	-0.515065	0.242489	0.044441	0.177757	0.425123	0.069018	-0.215755	0.354587	-0.093752	0.254555	0.178707	-0.243459	0.28424	0.14397	0.079489	0.027089	0.113712	0.281069	-0.213813	-0.326809	0.002457	-0.058336	0.241516	0.013485	0.19848	-0.025953	-0.576951	0.24793	0.23254	-0.178243	-0.030363	0.073026	0.100365	0.006989	-0.161769	-0.235726	-0.030922	-0.098544	0.248939	-0.164218	-0.507479	-0.393337	0.020073
"IMAGE:1896536"	-0.182334	-0.288172	0.081517	-0.058226	-0.179	-0.180992	-0.062581	-0.136998	0.253928	0.018079	0.06923	0.11553	-0.21574	0.067326	0.218446	-0.496292	0.762246	0.302719	-0.195175	-0.182179	-0.193738	-0.156691	0.125048	0.358504	-0.663093	-0.230983	0.101298	-0.212363	0.222023	-0.200178	0.289045	-0.297954	0.469604	0.293252	-0.100058	0.325489	0.086441	0.211175	-0.039179	-0.180478	-0.111453	0.175263	0.029209	0.075204	0.136544	0.296436	-0.400111	-0.185747
"IMAGE:1627863"	-0.329927	0.1712	0.039851	-0.181301	0.240308	0.104035	0.262694	0.511842	0.500155	-0.041004	0.109218	-0.001237	0.084925	0.112577	0.199262	-0.009778	-0.178213	0.352875	-0.238964	0.079334	0.117265	0.294921	0.285379	-0.155797	-0.506618	0.345469	-0.076551	-0.003676	-0.328023	-0.113747	0.017213	0.237677	-0.127549	0.104786	-0.376978	0.047457	-0.256447	0.237045	-0.112067	-0.055592	-0.319059	0.287645	-0.186678	-0.247041	-0.143515	-0.099859	0.226806	0.033173
"IMAGE:900914"	-0.440712	-0.144481	0.36046	0.026562	0.314701	-0.188922	0.379748	-1.005177	-0.426787	-1.091301	0.586068	-0.410033	0.007835	0.199305	-0.225563	-0.337187	-0.124917	-0.516397	0.626082	-0.128566	-0.043935	-0.132256	-0.687897	-0.151692	-0.16825	-0.338353	0.254155	0.363397	0.261329	-0.071077	-0.334953	-0.052691	-0.125429	0.424841	0.988056	0.233952	0.118231	-0.291313	0.062006	-0.059714	0.372589	0.199804	0.256959	-0.010364	0.466983	-0.20824	0.855699	-0.431254
"IMAGE:969666"	-0.111161	0.40588	0.036622	0.370439	-0.211547	-0.558043	-0.868933	-0.263794	0.007717	-0.508302	-0.050548	-0.077839	0.071795	-0.347742	-0.079847	-0.016749	-0.133258	-0.137959	-0.570892	-0.017129	0.033549	-0.145045	-0.379385	0.01108	0.321886	-0.18376	0.131905	-0.085988	0.144768	0.168865	0.038597	0.049598	0.564649	-0.238751	0.365235	0.286273	0.060375	0.364513	0.312618	0.18264	0.321204	0.173542	0.346132	-0.602642	0.585456	-0.410885	0.143591	-0.035973
"IMAGE:1733978"	0.234626	0.41865	0.918646	0.315586	-0.300046	-0.474265	0.203818	-0.043681	0.171771	0.149287	0.30841	0.282761	-0.279459	-0.25792	0.059266	-0.313408	0.00836	0.416132	-0.119465	-0.181026	0.006278	-0.207036	-0.06546	0.153317	0.018055	-0.350786	-0.372171	0.12977	-0.292928	-0.46219	-0.112793	0.013629	-0.01769	0.525932	0.058022	-0.674393	-0.176436	0.286867	-0.190498	0.326231	-0.083759	0.337532	-0.088202	-0.187946	-0.004961	0.15609	-0.159897	-0.252461
"IMAGE:247054"	0.081602	-0.036319	0.265175	-0.090718	-0.333179	0.077175	0.276058	0.02681	0.430423	0.202749	0.078109	-0.106647	0.369163	-0.076484	-0.145293	0.143208	-0.126793	0.052131	-0.241672	-0.105542	0.201319	-0.19849	0.369065	-0.247287	0.334563	0.32033	-0.607062	-0.505399	0.230843	0.208556	0.056255	-0.160191	0.317739	0.257287	0.223725	-0.364124	-0.040099	-0.248598	0.309333	-0.013361	-0.015665	-0.412031	0.213394	0.121216	-0.362749	-0.514232	0.033456	0.049326
"IMAGE:1492847"	0.008178	-0.107343	0.098539	0.309328	-0.482652	-0.125138	-0.285081	-0.172751	-0.077694	-0.433921	-0.091208	0.266523	-0.219482	-0.642547	-0.28717	-0.188926	-0.007728	-0.243782	-0.181593	0.262116	-0.528411	0.294739	-0.307199	-0.419387	-0.468077	0.225743	-0.342793	0.333657	-0.017933	-0.128115	0.014336	0.578222	0.533466	0.564844	-0.006578	0.350237	0.166464	0.337319	-0.800756	0.117661	0.313136	0.017245	0.011382	0.107305	-0.037535	0.48559	0.397441	0.036787
"IMAGE:29644"	0.077622	0.152282	0.195664	-0.179334	-0.33337	-0.069581	0.409802	0.182792	-0.102492	-0.034738	-0.290484	-0.122278	-0.570968	-0.056691	-0.029985	-0.769694	0.116387	0.208109	0.070671	0.210538	-0.241081	0.360805	-0.238969	0.096512	0.025062	-0.128363	-0.083376	-0.252213	-0.364865	-0.143093	0.046766	0.063954	-0.553993	0.536085	0.297951	0.543074	0.233587	0.13113	-0.322672	-0.226517	0.004386	0.104472	-0.035881	0.592229	0.186853	-0.002624	-0.308808	0.077587
"IMAGE:1850531"	-0.166248	-0.078183	0.307394	0.044183	0.059622	-0.291433	0.039568	-0.111742	0.376064	0.297323	0.2474	-0.712123	-0.319657	0.392527	-0.35253	-0.119973	-0.373938	0.148938	0.330781	-0.124665	0.147177	0.219599	0.155139	-2.2e-05	0.562876	-0.469317	0.508994	0.364544	-0.111447	-0.262929	0.21661	0.12248	-0.35393	0.050075	0.211558	-0.030203	0.193302	0.096104	-0.19777	0.009531	-0.625565	-0.158219	-0.461318	0.259842	0.164063	0.002194	0.048212	0.065895
"IMAGE:22655"	0.392948	-0.022023	0.01934	0.207163	0.189181	0.038481	-0.106714	0.513093	-0.206387	-0.258235	-0.032861	0.420888	0.248892	-0.165628	-0.090519	0.191826	0.289263	-0.160633	0.525627	0.030224	0.162525	0.016624	0.246534	-0.343307	-0.035556	0.146943	0.051464	-0.303631	-0.25307	-0.027398	-0.447714	0.141476	0.19437	-0.823532	-0.276427	-0.111474	-0.237684	0.163056	-0.812238	0.163151	-0.074449	-0.149912	0.745519	0.060885	-0.15274	-0.116145	-0.260681	0.275691
"IMAGE:1855327"	-0.219355	0.427506	-0.057087	-0.981613	-0.075223	0.291824	0.245204	0.174081	0.177725	-0.433786	-0.386962	0.119876	-0.13201	0.433333	0.037017	0.804874	0.001517	0.113645	0.47452	0.0534	-0.123366	0.384398	0.122637	-0.049936	0.444487	0.046084	0.047366	-0.183909	0.211715	-0.410052	0.19373	0.393504	0.13723	0.256677	-0.096008	0.484835	-0.389197	-0.483363	-0.098848	0.335147	-0.469892	-0.016046	-1.229256	0.410096	-0.300744	0.33255	-0.800994	-0.081985
"IMAGE:755538"	0.215369	0.123056	0.374987	-0.322731	0.037411	0.099362	-0.343619	0.066078	0.414622	0.517581	-0.120214	0.399753	0.669796	0.271247	0.442438	-0.175081	0.306883	-0.410502	0.043526	-0.002134	-0.137109	0.111244	0.181767	0.031696	0.191135	-0.823209	0.192949	-0.11897	-0.061583	-0.06604	-0.436049	-0.178002	0.229208	0.002307	-0.134764	0.166211	0.079956	0.305809	0.121439	-0.45106	0.16942	-0.600969	-0.029939	-0.660037	0.012661	-0.359472	-0.107964	-0.307444
"IMAGE:117770"	0.644925	0.086641	0.024157	-0.318125	0.094204	-0.036807	-0.20962	-0.211708	0.319145	-0.257035	-0.055844	0.285063	-0.262518	0.068609	0.113972	-0.23595	0.021493	0.180113	0.258116	-0.00247	-0.312719	0.006315	0.008986	0.132479	-0.654896	-0.28082	0.52514	-0.330556	-0.067491	-0.090422	0.199074	-0.306396	0.097212	0.356718	0.307482	0.100453	0.017967	-0.089205	-0.262439	0.37364	-0.069563	-0.273148	0.065	0.338189	0.041304	-0.374004	-0.224237	-0.281906
"IMAGE:296030"	0.436433	0.279755	0.570485	-0.221665	0.097248	0.006949	0.322186	-0.075345	0.609606	-0.385541	-0.038067	-0.026836	-0.551856	0.094199	0.090924	0.057096	-0.298338	-0.288011	0.016611	-0.337257	0.001422	0.14998	-0.150423	0.299427	0.208229	-0.091959	0.20038	-0.609596	0.463463	-0.067748	0.359595	-0.44465	-0.567785	-0.352014	-0.232058	0.158044	-0.084468	-0.068046	-0.004356	0.276726	0.128791	0.084683	-0.06176	0.190967	0.065877	-0.383562	0.077501	0.259606
"IMAGE:1700327"	-0.334242	0.102996	-0.342221	-0.404465	0.065498	0.121598	0.031377	0.239872	-0.048093	-0.329021	0.41016	0.131324	-0.301698	-0.01574	0.107536	0.057505	0.292571	0.040608	-0.11596	0.353431	-0.290535	-0.147871	0.071043	0.065164	-0.091922	0.160514	0.097752	0.015872	-0.147367	0.095711	0.245604	0.249742	-0.236712	-0.299398	-0.447496	0.21334	0.282721	0.400376	0.169521	0.173643	-0.211173	-0.265114	0.06887	-0.250298	0.005172	0.394809	0.393665	0.017713
"YOR073W"	-0.065239	-0.07809	-0.194089	-0.554973	0.080478	-0.161334	-0.160165	0.539781	-0.033351	-0.000452	0.079077	0.370596	0.308055	0.305167	0.230527	0.051465	0.16128	-0.092466	0.449489	0.524375	0.598413	0.11122	0.44638	0.082906	-0.082183	-0.279352	0.241029	-0.110812	-0.141568	-0.373365	-0.166104	0.056527	0.096728	-0.245846	-0.27394	-0.37791	0.140733	0.070483	0.303411	-0.50371	-0.13716	0.109302	0.13391	-0.474462	-0.746727	0.408764	-0.097391	0.370787
"IMAGE:1731338"	0.183477	-0.211916	0.232943	-0.131247	-0.234152	0.123887	0.116503	0.083766	0.155759	-0.101747	0.056346	-0.251944	-0.389906	-0.238895	-0.022028	-0.232584	-0.167939	0.099369	0.241609	-0.323834	1.047295	-0.186649	-0.080854	0.103586	-0.21923	-0.301079	-0.032483	0.100888	0.430597	-0.084873	6.7e-05	0.351548	0.273064	-0.050141	-0.186524	0.387595	-0.424026	-0.269388	-0.055873	0.001459	-0.318271	0.225733	-0.110525	0.158279	0.17485	0.212936	0.015056	-0.107544
"IMAGE:1858227"	-0.203197	0.56819	-0.024433	-0.024497	0.144885	0.720291	-0.024408	-0.065233	-0.081515	0.29991	0.218532	-0.3414	0.06533	-0.407439	0.083607	0.214152	-0.412055	-0.258613	-0.048153	0.174742	-0.254575	-0.407161	-0.191318	0.531595	-0.122106	-0.185814	0.164104	0.730284	0.101632	-0.051552	-0.207921	-0.420062	-0.09012	-0.486574	-0.058584	-0.465957	0.224111	-0.761334	-0.062104	0.04274	0.246183	-0.286016	0.26392	-0.001211	0.117597	0.40825	0.449467	0.298631
