CloneID	Ref	GeneSymbol	CommunityID
IMAGE:1588580	116931	TIN-AG	760
IMAGE:1588600	101924	HLA-DQB1	122
IMAGE:1589468	307343	EMP1	70
IMAGE:1589529	103405		537
IMAGE:1589916	112881		183
IMAGE:1590169	102533		70
IMAGE:1590206	109807		124
IMAGE:1590309	99830		127
IMAGE:1591477	108595	CA9	70
IMAGE:1591599	226380	LMNB1	70
IMAGE:1592252	120511		70
IMAGE:1592675	119957		20
IMAGE:1592837	311055	IFITM2	70
IMAGE:1593918	307554		670
IMAGE:1594084	308843	CCNK	505
IMAGE:1600239	306864	LOC51659	70
IMAGE:1601167	118840		70
IMAGE:1601216	310913		139
IMAGE:1601228	310809		558
IMAGE:1601407	116221		762
IMAGE:1601603	308862		20
IMAGE:1601610	108405		377
IMAGE:1601869	105783		417
IMAGE:1601936	307727		1
IMAGE:1602088	307214		20
IMAGE:1602114	117173		98
IMAGE:1602491	104114		70
IMAGE:1603251	105231		122
IMAGE:1603358	#N/A	NA	38
IMAGE:1603371	309207		135
IMAGE:1603378	100483		193
IMAGE:1603379	310506	PWP1	139
IMAGE:1603632	114917		74
IMAGE:1603867	111831	KIAA0733	38
IMAGE:1604174	307171	MGC3243	70
IMAGE:1604182	111283		74
IMAGE:1604191	110408		132
IMAGE:1604236	102676		678
IMAGE:1604301	107806		74
IMAGE:1604340	114600		139
IMAGE:1604351	311702	ARGBP2	70
IMAGE:1604363	119636		110
IMAGE:1604368	111894		139
IMAGE:1604598	116555		139
IMAGE:1604668	115998		38
IMAGE:1604705	113381	MDS026	139
IMAGE:1604769	120194		122
IMAGE:1604780	118047		70
IMAGE:1605071	309076		44
IMAGE:1605075	310365		449
IMAGE:1605155	307271	LOC51240	124
IMAGE:1605219	114874		74
IMAGE:1605248	99873		785
IMAGE:1605357	105008		131
IMAGE:1605530	309847		70
IMAGE:1606557	222391	FHL2	70
IMAGE:1606643	118976	CLDN14	17
IMAGE:1606651	116368		76
IMAGE:1607030	108078		250
IMAGE:1607078	105924		97
IMAGE:1607229	223981	TPD52L1	70
IMAGE:160723	99824	LAMC1	38
IMAGE:1607286	309270	CYR61	70
IMAGE:1607473	310562		70
IMAGE:1608387	310671	KIAA0547	38
IMAGE:1608888	310310	KIAA1201	70
IMAGE:160912	112527		742
IMAGE:1609537	311054	PRKWNK1	70
IMAGE:1609616	308327		70
IMAGE:1609631	114680		59
IMAGE:1609795	309623		70
IMAGE:1609884	114224		139
IMAGE:1610304	111605		70
IMAGE:1610408	221490	NIPSNAP1	70
IMAGE:1610464	309021	FLJ21620	70
IMAGE:161097	308178		140
IMAGE:161204	119798		70
IMAGE:1616241	307062	TUBB	70
IMAGE:1618329	310347		62
IMAGE:1618942	318637		70
IMAGE:1618978	308722		124
IMAGE:161992	108102	FER1L3	70
IMAGE:162015	116868		423
IMAGE:1620790	308416	LOC64172	70
IMAGE:1620795	309705		823
IMAGE:162142	309487		134
IMAGE:1621681	310255		677
IMAGE:1623168	312703		105
IMAGE:1623191	309533		124
IMAGE:1623955	308597		70
IMAGE:1624036	306949		55
IMAGE:1624052	316339		5
IMAGE:1624261	317763		592
IMAGE:1624563	319148	DBT	70
IMAGE:1624603	309552		139
IMAGE:1624674	309644		4
IMAGE:1624695	310933		1
IMAGE:1624748	308593	ZNF294	2
IMAGE:1625185	310840		86
IMAGE:1625354	307833		52
IMAGE:1625357	309123		139
IMAGE:1625417	308770		70
IMAGE:1625478	308436	FLJ10052	690
IMAGE:162549	310786	FLJ22489	73
IMAGE:1625607	308193		251
IMAGE:1625616	309474		38
IMAGE:1625689	309141		298
IMAGE:1625706	308787		140
IMAGE:1625717	308126		25
IMAGE:1625782	310971		213
IMAGE:1625857	310638		391
IMAGE:1625969	#N/A	NA	61
IMAGE:1625982	309945		445
IMAGE:1625995	307008		70
IMAGE:1626065	308380		84
IMAGE:1626068	309697		140
IMAGE:1626106	309344		139
IMAGE:1626142	307717		194
IMAGE:1626190	308645		2
IMAGE:1626212	310808		266
IMAGE:1626273	312051		158
IMAGE:1626306	309713		25
IMAGE:1626326	309360		139
IMAGE:1626369	310650		135
IMAGE:1626383	309026		135
IMAGE:1626508	308512		70
IMAGE:1626644	306865		773
IMAGE:1626759	310406		229
IMAGE:1626765	308425		90
IMAGE:1626812	306862		21
IMAGE:1626835	310761		70
IMAGE:1626861	309108		425
IMAGE:1626871	307482		20
IMAGE:1626881	310063	DKFZP564K2062	139
IMAGE:1626903	308860		74
IMAGE:1626907	310157		70
IMAGE:1626920	307233		1
IMAGE:1626934	309819	FLJ21212	139
IMAGE:1626944	308175		20
IMAGE:1627057	308703		296
IMAGE:1627120	309637		139
IMAGE:162718	225473	ST5	70
IMAGE:162722	98438		56
IMAGE:1627636	309496		646
IMAGE:1627652	307852		139
IMAGE:1627659	310705		61
IMAGE:1627721	308356		139
IMAGE:1627736	308023		281
IMAGE:1627744	#N/A	NA	25
IMAGE:1627863	309673		70
IMAGE:1627877	308044	AICDA	664
IMAGE:1627953	308737		139
IMAGE:1628121	316581		153
IMAGE:1628415	#N/A	NA	61
IMAGE:1628601	310663	ZFP	66
IMAGE:1628736	312616		70
IMAGE:1628992	308185		128
IMAGE:1630242	#N/A	NA	177
IMAGE:1631116	307730		57
IMAGE:1631253	307552	SCLIP	20
IMAGE:1631355	310935	KIAA0100	38
IMAGE:1631367	102447		139
IMAGE:1631656	107567	PEF	122
IMAGE:1631874	306990	LOC51068	38
IMAGE:1631877	99273	FEZ1	25
IMAGE:1632376	116799	PRKAR2B	315
IMAGE:1632413	101783		139
IMAGE:1635032	307327	NOLA1	124
IMAGE:1635066	308434	PHLDA1	139
IMAGE:1635131	310858		159
IMAGE:1635151	105875		139
IMAGE:1635178	307923		124
IMAGE:1635545	102259	SLC13A1	139
IMAGE:1635652	114646		101
IMAGE:1635656	99641		139
IMAGE:1635701	310456	ENTPD5	139
IMAGE:1635779	307365	DKFZP564O0823	139
IMAGE:1635878	#N/A	NA	57
IMAGE:1635945	104671		74
IMAGE:1635968	119204		74
IMAGE:1636004	111471		48
IMAGE:1636052	116136		74
IMAGE:1636069	309933	MRPL12	70
IMAGE:1636105	308640		118
IMAGE:1636226	98422		101
IMAGE:1636232	105698		128
IMAGE:1636288	309194	POLD3	124
IMAGE:1636447	220964	GNG11	70
IMAGE:1636463	102622		70
IMAGE:1636496	223155	SRM300	38
IMAGE:1636511	307753		38
IMAGE:1636539	309751	EIF4A2	70
IMAGE:1636580	114764		70
IMAGE:1636669	309375	FLJ21939	70
IMAGE:1636704	104902		139
IMAGE:1636714	307908	MKKS	111
IMAGE:1636876	308131	TUBB2	124
IMAGE:1637116	101728	KYNU	433
IMAGE:1637756	316235	ENO1	70
IMAGE:1637791	310016		124
IMAGE:1637840	104479		31
IMAGE:1637861	109623		74
IMAGE:1637891	116893		1
IMAGE:1637920	319252		268
IMAGE:1637966	312897		70
IMAGE:1637977	315585		57
IMAGE:1638040	306986		2
IMAGE:1638086	311039		325
IMAGE:1638526	314685		244
IMAGE:1638550	220935	PRKX	70
IMAGE:1638685	307938		523
IMAGE:1638894	#N/A	NA	4
IMAGE:1638935	309778		2
IMAGE:1639103	310381		70
IMAGE:1639106	307445		654
IMAGE:1639203	311152		127
IMAGE:1639217	313839		128
IMAGE:1639260	309264		38
IMAGE:1639336	308550		629
IMAGE:1639391	309500		466
IMAGE:1639643	318516		761
IMAGE:1639645	312161		44
IMAGE:1639708	#N/A	NA	74
IMAGE:1639736	311261		42
IMAGE:1639787	309258		621
IMAGE:1639829	312298		74
IMAGE:1639867	314985		60
IMAGE:1639877	317672		86
IMAGE:1640125	315497		50
IMAGE:1640272	311419		115
IMAGE:1640494	317014	ACT	4
IMAGE:1640533	319696		73
IMAGE:1640762	#N/A	NA	141
IMAGE:1640821	311664		806
IMAGE:1640858	308173		57
IMAGE:1640859	#N/A	NA	770
IMAGE:1640884	309083		147
IMAGE:1640889	317038		70
IMAGE:1640966	307619		738
IMAGE:1641172	307545		156
IMAGE:1641719	307607		106
IMAGE:1641751	311504		57
IMAGE:1642175	#N/A	NA	398
IMAGE:1642522	310907	FLJ20040	22
IMAGE:1642642	310751		77
IMAGE:1642668	309100		737
IMAGE:1642936	319563		725
IMAGE:1643086	309631		591
IMAGE:1643094	308933		61
IMAGE:1643403	309879		70
IMAGE:1643561	310676		139
IMAGE:1643566	309238	CA9	70
IMAGE:1643567	309028		20
IMAGE:1643606	312465	RUVBL1	38
IMAGE:1643876	316161	FLJ23554	845
IMAGE:1643905	312489		30
IMAGE:1644019	312705		82
IMAGE:1644704	315622		292
IMAGE:1645181	312958		354
IMAGE:1645272	314746		70
IMAGE:1645349	317502		87
IMAGE:1645520	#N/A	NA	317
IMAGE:1645554	316737		20
IMAGE:1646048	312238	ECT2	124
IMAGE:1647341	320097		5
IMAGE:1647837	316507		70
IMAGE:1647850	319189		70
IMAGE:1648403	314623		243
IMAGE:1648446	312020		92
IMAGE:1649749	319299		623
IMAGE:1649861	315717		59
IMAGE:1650049	313164		70
IMAGE:1650597	307988	KIAA0483	70
IMAGE:1650942	317594		70
IMAGE:1651082	317709	KIAA1376	92
IMAGE:1651155	311352		110
IMAGE:1651433	318176		570
IMAGE:1651552	308871		15
IMAGE:1651731	310070		66
IMAGE:1652277	312689		4
IMAGE:1652315	308423		178
IMAGE:1652927	317767		124
IMAGE:1653409	317086		2
IMAGE:1653494	318866		78
IMAGE:1654870	312693	KIAA1681	182
IMAGE:1655233	315938		1
IMAGE:1655246	318619		70
IMAGE:1655622	311348		4
IMAGE:1655728	308085		209
IMAGE:1655795	319571	LOC55970	70
IMAGE:1656557	312883		70
IMAGE:1656960	315708		53
IMAGE:1657278	318821		239
IMAGE:1657336	318904		70
IMAGE:1657771	316209		66
IMAGE:1657840	312537		73
IMAGE:1658507	314447		93
IMAGE:1659160	313356		188
IMAGE:1659332	315143		38
IMAGE:1660279	#N/A	NA	70
IMAGE:1660371	314365		24
IMAGE:1661210	311193		24
IMAGE:1661744	317686		38
IMAGE:1662481	314973		233
IMAGE:1662688	#N/A	NA	642
IMAGE:1663385	311556	KIAA1062	249
IMAGE:1664157	311996		70
IMAGE:1667001	316341	CSF3	61
IMAGE:1667470	312910	KIAA0018	38
IMAGE:1668326	317079		86
IMAGE:1669428	317884		439
IMAGE:1670722	188209		113
IMAGE:1671127	#N/A	NA	589
IMAGE:1671606	315346		309
IMAGE:1672354	312896		61
IMAGE:1673036	311081		202
IMAGE:1673052	313773	POLQ	124
IMAGE:1673868	318378		73
IMAGE:1675029	317157		61
IMAGE:1675391	318941		70
IMAGE:1675434	313560		61
IMAGE:1675530	313638		71
IMAGE:1675553	307221	H2BFR	70
IMAGE:1676920	311766		277
IMAGE:1677231	308515	SLC5A1	70
IMAGE:1677524	315536		357
IMAGE:1677959	317525		121
IMAGE:1678361	315647		70
IMAGE:1678615	318548		70
IMAGE:1679099	314949		675
IMAGE:1680098	311351		70
IMAGE:1680549	105546	MXI1	70
IMAGE:1681421	309804	EGFL3	70
IMAGE:1681719	306868	IL11	70
IMAGE:1681963	311164		57
IMAGE:1682774	313321	SLC12A7	38
IMAGE:1683351	#N/A	NA	1
IMAGE:1683822	310964		70
IMAGE:1684455	319700		91
IMAGE:1686218	317969		283
IMAGE:1686600	311752		70
IMAGE:1686735	#N/A	NA	57
IMAGE:1686920	313539	FLJ12627	227
IMAGE:1687138	317386	H2AFN	70
IMAGE:1687139	316292		70
IMAGE:1687260	315312	FLJ12572	74
IMAGE:1688953	313293		61
IMAGE:1689038	315082		61
IMAGE:1689052	317768		44
IMAGE:1689070	315164		792
IMAGE:1689075	317852		201
IMAGE:1689083	311493	CD28	420
IMAGE:1689866	314317		5
IMAGE:1689876	#N/A	NA	173
IMAGE:1690695	314585		57
IMAGE:1690714	#N/A	NA	61
IMAGE:1690736	311805		340
IMAGE:1690743	317180		470
IMAGE:1690800	313510		768
IMAGE:1690914	313645		69
IMAGE:1693642	318425	PAR3	70
IMAGE:1694415	312345	SGPL1	245
IMAGE:1694526	311247	FLJ11029	124
IMAGE:1694598	316750	DJ667H12.2	161
IMAGE:1694766	313081		38
IMAGE:1695024	315757		73
IMAGE:1696524	316846	FLJ23441	70
IMAGE:1698784	317844		38
IMAGE:1698856	114741	COL9A2	116
IMAGE:1699067	99745		120
IMAGE:1699221	315980	RAB5EP	73
IMAGE:1699285	318058		43
IMAGE:1699405	119868		139
IMAGE:1699517	315721		57
IMAGE:1699555	117178		139
IMAGE:1699565	102164		70
IMAGE:1699629	109433		615
IMAGE:1699663	116690		1
IMAGE:1699682	107280		124
IMAGE:1699812	113521		8
IMAGE:170	117744	PRO1073	70
IMAGE:1700014	113054		851
IMAGE:1700026	317172		409
IMAGE:1700028	103655		144
IMAGE:1700272	115011		209
IMAGE:1700327	112882		605
IMAGE:1700342	120154		633
IMAGE:1700729	116497		25
IMAGE:1702742	312244		70
IMAGE:1702847	314930		70
IMAGE:1704140	315183		20
IMAGE:1704155	311516	LOC51278	70
IMAGE:1704337	#N/A	NA	388
IMAGE:1704676	317042		214
IMAGE:1704727	319724		793
IMAGE:1704747	313369		70
IMAGE:1705178	313427		70
IMAGE:1706984	314007	FLJ21939	70
IMAGE:1707182	312597		4
IMAGE:1707944	314904		358
IMAGE:1709072	312859		83
IMAGE:1709302	315614		748
IMAGE:1710544	311248		101
IMAGE:1711251	315264		596
IMAGE:1711940	308009		70
IMAGE:1711949	318499		38
IMAGE:1714689	315096		329
IMAGE:1714723	317782		412
IMAGE:1715056	311561		344
IMAGE:1715300	310525	ZNF-kaiso	38
IMAGE:1715355	317019		157
IMAGE:1715493	314316		349
IMAGE:171618	241824		166
IMAGE:1716297	315202		204
IMAGE:172145	309330		139
IMAGE:1723535	318131		399
IMAGE:1723902	315512		70
IMAGE:1731338	314566		305
IMAGE:1731828	#N/A	NA	1
IMAGE:1732019	#N/A	NA	70
IMAGE:1732177	319256		57
IMAGE:1732347	#N/A	NA	246
IMAGE:1732440	314690		57
IMAGE:1732444	314734		254
IMAGE:1732681	#N/A	NA	77
IMAGE:1732684	#N/A	NA	4
IMAGE:1732823	#N/A	NA	70
IMAGE:1732842	#N/A	NA	70
IMAGE:1732922	313912		70
IMAGE:1733109	#N/A	NA	57
IMAGE:1733262	308874	BLu	139
IMAGE:1733519	317556		70
IMAGE:1733528	#N/A	NA	124
IMAGE:1733628	#N/A	NA	57
IMAGE:1733635	#N/A	NA	40
IMAGE:1733832	#N/A	NA	70
IMAGE:1733865	#N/A	NA	149
IMAGE:1733879	#N/A	NA	57
IMAGE:1733886	314171		396
IMAGE:1733922	#N/A	NA	696
IMAGE:1733941	315962		1
IMAGE:1733960	#N/A	NA	143
IMAGE:1734008	#N/A	NA	139
IMAGE:1734074	#N/A	NA	70
IMAGE:1734076	312015		93
IMAGE:1734235	313870		5
IMAGE:1734307	#N/A	NA	61
IMAGE:1734336	312956		226
IMAGE:1734355	313108		61
IMAGE:1734501	#N/A	NA	58
IMAGE:1734601	319420		2
IMAGE:1734654	#N/A	NA	119
IMAGE:1734655	#N/A	NA	27
IMAGE:1734763	314992		70
IMAGE:1734843	#N/A	NA	29
IMAGE:1734947	#N/A	NA	238
IMAGE:1734951	316996	FLJ20063	136
IMAGE:1735022	317710		47
IMAGE:1735025	#N/A	NA	618
IMAGE:1735052	#N/A	NA	126
IMAGE:1735105	#N/A	NA	151
IMAGE:1735164	#N/A	NA	299
IMAGE:1735170	317033		572
IMAGE:1735631	311626		143
IMAGE:1735647	311536		4
IMAGE:1735680	#N/A	NA	361
IMAGE:1735704	#N/A	NA	70
IMAGE:1735742	317127		124
IMAGE:1735936	312637		8
IMAGE:1735967	312621		61
IMAGE:1736077	317246		290
IMAGE:1736091	318213		247
IMAGE:1736237	317235		608
IMAGE:1736291	319018	FLJ20033	239
IMAGE:1736301	319097		328
IMAGE:1736346	312814		427
IMAGE:1736407	314521		13
IMAGE:1736419	318336		583
IMAGE:1736460	317437		65
IMAGE:1736504	319220	LOC51095	70
IMAGE:1736544	315182		581
IMAGE:1736616	311595		20
IMAGE:1736754	317105		57
IMAGE:1736761	313437		456
IMAGE:1736781	#N/A	NA	91
IMAGE:1736819	#N/A	NA	70
IMAGE:1736831	318888		122
IMAGE:1736924	#N/A	NA	681
IMAGE:1736946	312602		650
IMAGE:1736966	#N/A	NA	473
IMAGE:1736981	#N/A	NA	103
IMAGE:1737003	#N/A	NA	262
IMAGE:1737087	#N/A	NA	401
IMAGE:1737159	#N/A	NA	455
IMAGE:1737169	318624		38
IMAGE:1737171	312272		447
IMAGE:1737217	#N/A	NA	70
IMAGE:1737284	313683		70
IMAGE:1737372	318155		839
IMAGE:1737381	#N/A	NA	70
IMAGE:1737419	312835		57
IMAGE:1737489	#N/A	NA	82
IMAGE:1737498	#N/A	NA	96
IMAGE:1737499	314622		141
IMAGE:1737531	317309		341
IMAGE:1737554	#N/A	NA	142
IMAGE:1737582	#N/A	NA	112
IMAGE:1737622	#N/A	NA	19
IMAGE:1737694	315195		70
IMAGE:1737739	311529		2
IMAGE:1737765	313835		38
IMAGE:1737941	#N/A	NA	57
IMAGE:1738002	#N/A	NA	69
IMAGE:1738043	312159		683
IMAGE:1738051	#N/A	NA	70
IMAGE:1738126	311179		757
IMAGE:1738168	#N/A	NA	816
IMAGE:1738261	#N/A	NA	426
IMAGE:1738272	318554		289
IMAGE:1738427	319065		1
IMAGE:1738520	312712		419
IMAGE:1738537	#N/A	NA	70
IMAGE:1738608	314042		51
IMAGE:1738656	315831		482
IMAGE:1738722	319548		721
IMAGE:1738754	#N/A	NA	448
IMAGE:1738884	312646		848
IMAGE:1739319	315929		1
IMAGE:1739432	#N/A	NA	381
IMAGE:1740175	112322		59
IMAGE:1740459	317764		26
IMAGE:1740730	319186		784
IMAGE:1740760	102367		38
IMAGE:1740918	#N/A	NA	57
IMAGE:1741165	#N/A	NA	20
IMAGE:1741813	104718		686
IMAGE:1742773	312942		34
IMAGE:1743091	108141	ICAM4	260
IMAGE:1743176	312043		701
IMAGE:1743462	#N/A	NA	14
IMAGE:1743535	115411		70
IMAGE:1743654	#N/A	NA	70
IMAGE:1743707	312117		57
IMAGE:1744013	#N/A	NA	457
IMAGE:1744210	#N/A	NA	44
IMAGE:1750550	#N/A	NA	659
IMAGE:1750698	313587	BRUNOL4	511
IMAGE:1750744	316274		282
IMAGE:1750803	#N/A	NA	534
IMAGE:1750931	315375		10
IMAGE:1751123	314475		18
IMAGE:1751278	314545		217
IMAGE:1751314	316337		115
IMAGE:1751327	317369		66
IMAGE:1751418	#N/A	NA	160
IMAGE:1751480	312365		124
IMAGE:1751782	317597		4
IMAGE:1751799	#N/A	NA	28
IMAGE:1751883	313093		20
IMAGE:1751966	314032		124
IMAGE:1752363	310694	BRDT	74
IMAGE:1752810	313252		672
IMAGE:1752823	313401		70
IMAGE:1752876	316076		115
IMAGE:1753044	312488		112
IMAGE:1753140	317930		5
IMAGE:1753375	313911		61
IMAGE:1753495	313981		755
IMAGE:1753523	319353		186
IMAGE:1753570	315772		58
IMAGE:1753591	318455		69
IMAGE:1753594	312099		186
IMAGE:1753674	#N/A	NA	61
IMAGE:1753734	315004		61
IMAGE:1753851	311401		70
IMAGE:1753899	316860		5
IMAGE:1753999	#N/A	NA	61
IMAGE:1754072	312343		61
IMAGE:1754278	312128		61
IMAGE:1754403	319356		28
IMAGE:1754437	313479		119
IMAGE:1754862	312740		23
IMAGE:1754997	317438		61
IMAGE:175540	#N/A	NA	369
IMAGE:1755555	311133	MAP3K6	134
IMAGE:1755743	#N/A	NA	141
IMAGE:1755999	#N/A	NA	70
IMAGE:1757773	312068		471
IMAGE:1758259	316985	FLJ20429	70
IMAGE:1759166	313448		387
IMAGE:1759254	318818		70
IMAGE:1759582	317991	FN14	70
IMAGE:1761689	99424	SLC17A3	25
IMAGE:1761811	106686		25
IMAGE:1761819	98942		139
IMAGE:1762070	313409		22
IMAGE:1762121	104071		25
IMAGE:1762169	111346	SLC22A2	25
IMAGE:176600	221394	FLJ20421	38
IMAGE:176960	309142		139
IMAGE:177045	309081		4
IMAGE:177274	222267		74
IMAGE:177917	307434		124
IMAGE:178088	308720		48
IMAGE:178779	#N/A	NA	32
IMAGE:178782	239185		103
IMAGE:179212	225716	KIAA1001	61
IMAGE:179276	116637	ESR1	38
IMAGE:179566	308210		123
IMAGE:179733	#N/A	NA	573
IMAGE:180147	226964		70
IMAGE:180263	247373		70
IMAGE:180855	307879		139
IMAGE:181831	114173		124
IMAGE:182324	105400		107
IMAGE:182390	112430		1
IMAGE:182933	100175	ABCA7	124
IMAGE:183315	104384	APM2	70
IMAGE:1836765	312323	ADAM18	41
IMAGE:1837460	313436		619
IMAGE:1837501	318889		835
IMAGE:1837950	311622		124
IMAGE:1837982	314390		202
IMAGE:1838027	#N/A	NA	58
IMAGE:1838166	313181		61
IMAGE:1838529	311423		604
IMAGE:1838749	#N/A	NA	123
IMAGE:1839007	315679		70
IMAGE:1839187	311257		248
IMAGE:1839237	312964		45
IMAGE:1839384	313613		1
IMAGE:1839425	318085		3
IMAGE:1839520	315692	LEPR	9
IMAGE:1839580	311937		70
IMAGE:1839786	319090		57
IMAGE:1839877	319308		431
IMAGE:1839935	314743		667
IMAGE:1840440	#N/A	NA	191
IMAGE:1840535	314963		77
IMAGE:1840598	317718		359
IMAGE:1840827	313367		70
IMAGE:1840861	316054		77
IMAGE:1840901	316129		5
IMAGE:1841049	314239		718
IMAGE:1841465	316199		70
IMAGE:1841500	318961		269
IMAGE:1841615	318052		4
IMAGE:1841733	311915		38
IMAGE:1841764	317286		65
IMAGE:1841906	309044	TWIST	135
IMAGE:1841990	319057		38
IMAGE:1842170	307425	H4FI	70
IMAGE:1842348	#N/A	NA	57
IMAGE:1842507	316978		70
IMAGE:1842624	316210		249
IMAGE:1842700	317996		61
IMAGE:1842783	318062		5
IMAGE:1842793	314396		70
IMAGE:1842880	313579		38
IMAGE:1843074	319080		491
IMAGE:1843190	315487		47
IMAGE:1843212	318172		520
IMAGE:1843234	311904		20
IMAGE:1843409	313740		92
IMAGE:1843430	311135		100
IMAGE:1843597	318281		5
IMAGE:1843612	312009		352
IMAGE:1844622	318400		36
IMAGE:1844722	314867		1
IMAGE:1844857	315740		70
IMAGE:1844872	312154		215
IMAGE:1844964	#N/A	NA	138
IMAGE:1845316	318601		61
IMAGE:1845320	#N/A	NA	70
IMAGE:1845682	313817		61
IMAGE:1845870	319332		70
IMAGE:1845980	313111		57
IMAGE:1846197	317658		254
IMAGE:1846206	311300		5
IMAGE:1846247	317793		70
IMAGE:1846417	317898	PRKX	1
IMAGE:1846438	316921		228
IMAGE:1846478	319674		38
IMAGE:1846559	318854		530
IMAGE:1846706	316206		192
IMAGE:1846896	316233		415
IMAGE:1847073	314564		216
IMAGE:1847230	315656		70
IMAGE:1847238	311987		70
IMAGE:1847254	314676		175
IMAGE:1847537	314401		249
IMAGE:1847597	313568		20
IMAGE:1847688	318031	MT1E	484
IMAGE:1847751	311757		121
IMAGE:1847780	314444		20
IMAGE:1847807	314524		120
IMAGE:1847810	#N/A	NA	4
IMAGE:1847967	312762		5
IMAGE:1847984	315533		1
IMAGE:1848030	#N/A	NA	61
IMAGE:1848062	311936		92
IMAGE:1848069	314620		259
IMAGE:1848197	313854		213
IMAGE:1848835	314913		61
IMAGE:1848966	311327		794
IMAGE:1848983	311229		1
IMAGE:1849013	311312		38
IMAGE:1849119	313100		459
IMAGE:1849195	313087		61
IMAGE:1849493	312322		1
IMAGE:1849610	314191		490
IMAGE:1849766	315970		61
IMAGE:1850008	311520		61
IMAGE:1850267	313534		158
IMAGE:1850531	311640		158
IMAGE:1850557	314408		35
IMAGE:1850912	316185		580
IMAGE:1851004	312728	KIAA1524	70
IMAGE:1851054	318101		546
IMAGE:1853497	317276	FLJ12892	70
IMAGE:1853514	313602		1
IMAGE:1853522	320101		57
IMAGE:1853543	316440		4
IMAGE:1853574	319204		102
IMAGE:1853786	314625		128
IMAGE:1853902	320062		57
IMAGE:1854046	316618		518
IMAGE:1854218	313077		20
IMAGE:1854353	317675		744
IMAGE:1854466	315864		4
IMAGE:1854494	318629		36
IMAGE:1854617	318766		70
IMAGE:1854731	315167		4
IMAGE:1854800	317855		256
IMAGE:1854822	311496		788
IMAGE:1854972	318871		20
IMAGE:1854985	#N/A	NA	4
IMAGE:1855003	312505		1
IMAGE:1855109	318450		5
IMAGE:1855289	311197		144
IMAGE:1855322	316653		139
IMAGE:1855327	311263		61
IMAGE:1855328	313953		61
IMAGE:1855385	313053		61
IMAGE:1855393	313136	FLJ12752	494
IMAGE:1855450	319538		5
IMAGE:1855477	318560		638
IMAGE:1855534	318640		70
IMAGE:1855539	312287		61
IMAGE:1855610	315058		168
IMAGE:1855953	314146		4
IMAGE:1856074	319602		348
IMAGE:1856192	316886		5
IMAGE:1856236	313297		820
IMAGE:1856246	315987		139
IMAGE:1856377	318753		122
IMAGE:1856390	312396		122
IMAGE:1856429	312479		139
IMAGE:1856435	318740		61
IMAGE:1856441	312381		214
IMAGE:1856571	311481		37
IMAGE:1856923	319757	HSPC145	124
IMAGE:1856961	313486		645
IMAGE:1857037	319828		61
IMAGE:1857063	313473		146
IMAGE:1857101	#N/A	NA	544
IMAGE:1857173	315347		244
IMAGE:1857232	319792		74
IMAGE:1857436	319873		122
IMAGE:1857502	313519		139
IMAGE:1857543	316211		139
IMAGE:1857635	315309		139
IMAGE:1857653	317997		739
IMAGE:1857658	318962		498
IMAGE:1857666	312607		44
IMAGE:1857732	315297		152
IMAGE:1857750	317982		42
IMAGE:1857793	318063		234
IMAGE:1857873	311708	ITGB8	75
IMAGE:1857973	314479		59
IMAGE:1857974	#N/A	NA	135
IMAGE:1858018	319849		17
IMAGE:1858022	318196		164
IMAGE:1858036	311840		74
IMAGE:1858056	#N/A	NA	174
IMAGE:1858169	317299	MDS025	124
IMAGE:1858204	313629		74
IMAGE:1858227	319002	FLJ10157	550
IMAGE:1858230	311988	GJB3	70
IMAGE:1858319	319081		38
IMAGE:1858326	316304		25
IMAGE:1858352	313700		624
IMAGE:1858444	315403		139
IMAGE:1858585	315486		44
IMAGE:1858586	318173		108
IMAGE:1858622	311903		228
IMAGE:1858667	315540		122
IMAGE:1858684	318226		122
IMAGE:1858735	#N/A	NA	174
IMAGE:1858774	311955		122
IMAGE:1858807	317327		184
IMAGE:1858812	314722		310
IMAGE:1858844	316426		139
IMAGE:1858969	#N/A	NA	235
IMAGE:1858985	316499		384
IMAGE:1859143	319315		1
IMAGE:1860384	312118		21
IMAGE:1861213	112365		287
IMAGE:1861275	109671		237
IMAGE:1861306	114781		144
IMAGE:1861323	107049		20
IMAGE:1861426	110680		74
IMAGE:1861446	115821		78
IMAGE:1861719	118880		416
IMAGE:1861878	118138		258
IMAGE:1861982	114505		70
IMAGE:1862001	99503		782
IMAGE:1862016	114035		135
IMAGE:1862035	104159	RPL14	70
IMAGE:1862092	115995		17
IMAGE:1862124	113369		122
IMAGE:1862127	98367		139
IMAGE:1862171	117487		42
IMAGE:1862174	102487		135
IMAGE:1862229	99869		472
IMAGE:1862230	107138		135
IMAGE:1862251	99319		1
IMAGE:1862332	118973		184
IMAGE:1862335	103971		1
IMAGE:1862340	101827		122
IMAGE:1862347	109097		122
IMAGE:1862417	108075		25
IMAGE:1862537	109808		70
IMAGE:1862561	107653		122
IMAGE:1862607	104111	NUCKS	70
IMAGE:1862628	101410		124
IMAGE:186307	308564		688
IMAGE:1865867	317819		70
IMAGE:1867194	313318		30
IMAGE:1867346	317433		70
IMAGE:1867449	319814		637
IMAGE:1867766	120512		122
IMAGE:1867895	105505		122
IMAGE:1868236	110635		139
IMAGE:1868305	117901		122
IMAGE:1868382	102890		1
IMAGE:1868409	117429	FZD4	122
