CloneID	Ref	GeneSymbol	CommunityID
IMAGE:397588	226198		135
IMAGE:397633	221301		139
IMAGE:39814	222426	FLJ10667	124
IMAGE:39923	#N/A	NA	57
IMAGE:39947	310087		541
IMAGE:40027	221093		70
IMAGE:40149	308103		1
IMAGE:40594	310980		821
IMAGE:41109	120665		70
IMAGE:41170	309891		139
IMAGE:412927	225783		74
IMAGE:412989	224924		135
IMAGE:412999	227082		139
IMAGE:413027	222226		25
IMAGE:413089	223792		135
IMAGE:413096	225958		139
IMAGE:41316	309237		722
IMAGE:413633	104080	BRF1	70
IMAGE:415064	103951		124
IMAGE:415089	106442	NEK2	124
IMAGE:415229	109541	VAV3	70
IMAGE:415287	225936	MID2	506
IMAGE:415682	99232	FN1	59
IMAGE:415964	309120		403
IMAGE:416069	117434	CHMP1.5	70
IMAGE:416240	108057		70
IMAGE:416316	109677	PNN	124
IMAGE:416436	222709	FLJ20917	70
IMAGE:416567	#N/A	NA	38
IMAGE:416578	#N/A	NA	504
IMAGE:41684	313394	HLF	95
IMAGE:416856	104138		1
IMAGE:417168	307475		180
IMAGE:41720	118227	CRMP5	1
IMAGE:417226	101953	MYC	70
IMAGE:417863	#N/A	NA	499
IMAGE:418053	226539	FLJ10955	124
IMAGE:418150	RAMP	RA-regulated	124
IMAGE:418259	220708		1
IMAGE:41855	310644		70
IMAGE:41929	105909	CLTH	38
IMAGE:42070	116156	NT5	70
IMAGE:42554	308480	PC326	38
IMAGE:42739	110579	PTP4A1	38
IMAGE:42753	309618		1
IMAGE:427981	308253		1
IMAGE:428083	#N/A	NA	117
IMAGE:428231	109210	BIRC3	70
IMAGE:42824	106430	GDA	70
IMAGE:42831	314806	LTBP3	124
IMAGE:428721	110268	HBG2	70
IMAGE:428778	101949		70
IMAGE:428796	119556	GK001	70
IMAGE:428952	111809		70
IMAGE:429042	117659	THBS1	70
IMAGE:429222	112903	FLJ10890	70
IMAGE:429298	307141		204
IMAGE:429323	108661	ADH4	124
IMAGE:429372	225415		270
IMAGE:429926	#N/A	NA	70
IMAGE:430059	105284		198
IMAGE:430235	118058	H2BFQ	70
IMAGE:430297	105638	ETV4	70
IMAGE:430558	223701	DGKA	32
IMAGE:430973	221827		124
IMAGE:431001	224315	LOC51004	124
IMAGE:431242	224008		124
IMAGE:431255	221978		61
IMAGE:431286	226305	PTD002	70
IMAGE:431293	#N/A	NA	70
IMAGE:431462	224075	PP13	70
IMAGE:431535	223011		73
IMAGE:431894	225536		4
IMAGE:431933	220100		590
IMAGE:431942	222246		763
IMAGE:431988	#N/A	NA	118
IMAGE:432015	312047		70
IMAGE:43204	226664		70
IMAGE:43229	112253	PCNA	124
IMAGE:432632	221423		7
IMAGE:432729	220704		70
IMAGE:432737	222862		70
IMAGE:433407	221450		67
IMAGE:433484	225736		38
IMAGE:433491	224226	KIAA1067	70
IMAGE:433571	223041	GNG7	347
IMAGE:433603	223789		5
IMAGE:433656	221035		262
IMAGE:433685	311284		20
IMAGE:434173	319422		139
IMAGE:434246	313154		465
IMAGE:434993	226657		161
IMAGE:435075	224142	KIAA0781	4
IMAGE:435076	115397	CENPF	124
IMAGE:435291	226283		73
IMAGE:435334	311341		124
IMAGE:435529	223273		319
IMAGE:435573	223592	CUGBP2	70
IMAGE:435690	224838		253
IMAGE:435771	222942		44
IMAGE:435774	311476		5
IMAGE:435814	223180		148
IMAGE:435890	226802		1
IMAGE:435948	226681	AKR1B1	70
IMAGE:436026	311464		68
IMAGE:436080	314237		57
IMAGE:436318	220694	DKFZP761M1511	70
IMAGE:436420	221103		183
IMAGE:436490	224864		497
IMAGE:436761	220830	PDK1	70
IMAGE:44075	109662		70
IMAGE:44292	103777		70
IMAGE:44477	#N/A	NA	36
IMAGE:447208	224279	EXO1	124
IMAGE:447372	220302		67
IMAGE:447417	221564		122
IMAGE:447470	223726		130
IMAGE:447715	220333	H4FH	70
IMAGE:447794	307223		3
IMAGE:448036	222224	BM039	70
IMAGE:448085	225985	CLIC4	38
IMAGE:448101	#N/A	NA	70
IMAGE:448136	319736	G5C	166
IMAGE:448190	101464	BIRC2	70
IMAGE:448490	227029		38
IMAGE:448575	225154		70
IMAGE:448586	225169		27
IMAGE:448702	225487		198
IMAGE:448756	312471		57
IMAGE:448920	221292		71
IMAGE:449275	310693		70
IMAGE:449313	310512		70
IMAGE:449329	309043		70
IMAGE:450049	220871		70
IMAGE:450114	226806	PIGL	38
IMAGE:450278	223364		598
IMAGE:450330	222471		115
IMAGE:450388	225066		551
IMAGE:450396	220177		829
IMAGE:450515	225947		2
IMAGE:450523	221065	TNS	70
IMAGE:450622	222651		135
IMAGE:450713	226779		67
IMAGE:450740	224039	ADCY9	135
IMAGE:450899	227073		227
IMAGE:450924	220917		302
IMAGE:450938	225252	DKFZP586A0522	70
IMAGE:451242	318930		20
IMAGE:45138	108849	VEGFC	124
IMAGE:451604	222030	DJ473B4	88
IMAGE:451723	312709		743
IMAGE:451898	221040		4
IMAGE:451901	220116		70
IMAGE:451908	#N/A	NA	519
IMAGE:452304	225664		579
IMAGE:452363	223964		124
IMAGE:452412	222062		92
IMAGE:452818	225618	SIL	70
IMAGE:453614	310515		837
IMAGE:453710	224262	PLEK2	70
IMAGE:453755	226773		1
IMAGE:454296	225953	CLECSF6	5
IMAGE:454338	225352		1
IMAGE:454469	222033		124
IMAGE:454498	224807		4
IMAGE:45464	118126	AK2	70
IMAGE:454817	226688		324
IMAGE:454908	104964	CGA	70
IMAGE:454953	220500		1
IMAGE:454960	222686		312
IMAGE:454975	226983		73
IMAGE:454981	222089		2
IMAGE:455128	105611	CCNF	124
IMAGE:455263	225797	PET112L	70
IMAGE:455275	225024	FLJ23469	70
IMAGE:45578	115013	MAP2K6	70
IMAGE:45801	111887		70
IMAGE:460043	222814	DMGDH	556
IMAGE:460047	311728		70
IMAGE:460149	224016		71
IMAGE:460150	311810		702
IMAGE:460158	226165		36
IMAGE:460438	317255	FLJ10858	124
IMAGE:460459	223157		9
IMAGE:460470	104112	C4BPB	70
IMAGE:460480	227046		1
IMAGE:460541	316269		20
IMAGE:460544	225878		171
IMAGE:460571	307578		57
IMAGE:460580	225774		4
IMAGE:460610	223038	SEMA6A	92
IMAGE:460628	226187		61
IMAGE:460654	316404		316
IMAGE:460676	221664		16
IMAGE:46070	#N/A	NA	707
IMAGE:460884	221921		39
IMAGE:460886	#N/A	NA	70
IMAGE:461148	318275		212
IMAGE:461238	319161		20
IMAGE:461307	222221		70
IMAGE:461436	221032	FLJ20538	4
IMAGE:461448	312892		57
IMAGE:461515	#N/A	NA	61
IMAGE:461587	311907		20
IMAGE:461592	226393	H2BFQ	70
IMAGE:461699	226838		124
IMAGE:461759	98518	OLR1	70
IMAGE:46182	118966	CTPS	70
IMAGE:461933	225534	LOC51203	124
IMAGE:461981	222843		750
IMAGE:462003	220756		508
IMAGE:462019	#N/A	NA	74
IMAGE:462198	225275		74
IMAGE:462234	312039		70
IMAGE:462237	224686	FLJ23186	70
IMAGE:462298	226863		430
IMAGE:462325	224130	FACL5	70
IMAGE:462337	314812		16
IMAGE:462343	221387		238
IMAGE:46236	120779	DKFZP564K247	1
IMAGE:462537	311127		758
IMAGE:462646	#N/A	NA	74
IMAGE:462655	316587		124
IMAGE:462689	223870		115
IMAGE:462711	319354		57
IMAGE:462740	226006	FTH1	70
IMAGE:462765	311555		38
IMAGE:462781	309402	OPHN1	139
IMAGE:462802	224711	KATII	38
IMAGE:462856	222404		70
IMAGE:462932	223597		44
IMAGE:462939	221239		1
IMAGE:46827	120910	VAV3	70
IMAGE:469281	111462		38
IMAGE:469297	161486	BHLHB2	70
IMAGE:469969	115787	ITGAV	70
IMAGE:470621	104251	CDK7	70
IMAGE:471568	221265	HN1	124
IMAGE:472081	222304		51
IMAGE:47355	99788		70
IMAGE:48159	#N/A	NA	321
IMAGE:48342	307037		529
IMAGE:48398	109369	CDC25B	124
IMAGE:48404	102886	GDA	70
IMAGE:48420	223026		70
IMAGE:48454	#N/A	NA	119
IMAGE:484600	114727		242
IMAGE:486076	109215	TOR1B	70
IMAGE:486221	98803	VDAC1	70
IMAGE:486288	221199		70
IMAGE:486561	223969	PARVA	70
IMAGE:486591	118286	SEMA3C	70
IMAGE:486635	#N/A	NA	52
IMAGE:486710	224478	KMO	70
IMAGE:486828	119291	MT1E	70
IMAGE:487087	117242	LOC51141	70
IMAGE:487172	101431	B4GALT1	70
IMAGE:487425	118294	CETN3	70
IMAGE:487513	118511	CTGF	70
IMAGE:487722	102735	KIAA1350	1
IMAGE:487764	223863		1
IMAGE:487932	220140	FLJ20163	44
IMAGE:487946	#N/A	NA	92
IMAGE:488017	110764	MFGE8	70
IMAGE:488033	98431	DNAJB9	70
IMAGE:488246	100004		158
IMAGE:488258	309218	COL16A1	70
IMAGE:488301	109015	NCOR1	70
IMAGE:488422	#N/A	NA	70
IMAGE:488479	#N/A	NA	70
IMAGE:488575	107344	KIAA0623	1
IMAGE:488769	107472		38
IMAGE:488945	247154		797
IMAGE:489079	112014	IL2RB	70
IMAGE:489218	#N/A	NA	20
IMAGE:489489	113876	LBR	124
IMAGE:489495	102861	KIAA1067	70
IMAGE:489533	226135	LOC51706	70
IMAGE:489535	103996	NRP1	57
IMAGE:489626	106205	PFKM	70
IMAGE:489755	117509	ADAM12	1
IMAGE:489798	114943	KIAA0855	70
IMAGE:489839	118473	ENPEP	542
IMAGE:489947	113363	MXI1	70
IMAGE:490071	119766		500
IMAGE:490197	118933		36
IMAGE:490333	114271		66
IMAGE:490753	222500	FLJ20420	70
IMAGE:490961	109652	ISG15	70
IMAGE:490995	#N/A	NA	70
IMAGE:491113	#N/A	NA	43
IMAGE:491519	222499		4
IMAGE:49162	223409		70
IMAGE:491644	104226	LOC51316	70
IMAGE:49169	241267		734
IMAGE:491692	101498	COL4A1	70
IMAGE:491694	221909	FLJ23399	70
IMAGE:491727	98890	ALPP	70
IMAGE:491751	108180	ISG20	70
IMAGE:49295	307841		247
IMAGE:49356	226516	KIAA0855	70
IMAGE:49385	238331		69
IMAGE:49555	114502		1
IMAGE:49752	120737		23
IMAGE:49796	226834		44
IMAGE:501587	#N/A	NA	452
IMAGE:50173	116650		70
IMAGE:501932	101773		13
IMAGE:502151	100686	SLC16A3	70
IMAGE:502177	100359	MYH11	70
IMAGE:502296	221177		70
IMAGE:502486	105101	TANK	70
IMAGE:502682	106499	ENIGMA	70
IMAGE:502689	223834		70
IMAGE:502744	112499		36
IMAGE:502819	#N/A	NA	70
IMAGE:50282	#N/A	NA	181
IMAGE:502832	#N/A	NA	117
IMAGE:502880	109161		70
IMAGE:503654	310231	SEMA6A	532
IMAGE:504128	119738	FLJ13639	70
IMAGE:504201	317667		70
IMAGE:504279	99341	TBL1	70
IMAGE:504332	112124		1
IMAGE:504396	#N/A	NA	205
IMAGE:504420	117072		70
IMAGE:504678	100176	RPS6	70
IMAGE:504682	246031		698
IMAGE:504915	#N/A	NA	92
IMAGE:504959	101265		200
IMAGE:505062	116150		70
IMAGE:505076	#N/A	NA	692
IMAGE:505224	106248		70
IMAGE:505225	104963	ARGBP2	70
IMAGE:505229	245859		777
IMAGE:505491	108409	PTTG1IP	38
IMAGE:50562	120815	C8ORF4	70
IMAGE:505864	#N/A	NA	181
IMAGE:506033	224623	KIAA0170	70
IMAGE:50615	120708	HSPA1L	124
IMAGE:506369	107064	NID	139
IMAGE:506516	225257	CSR1	70
IMAGE:506627	226846		4
IMAGE:506658	112424	YAP65	1
IMAGE:50730	306883		139
IMAGE:50787	120747	SRD5A1	124
IMAGE:50884	220099	DYRK2	70
IMAGE:50920	221682		70
IMAGE:509641	110694	IFITM1	70
IMAGE:509980	109383	KRT8	70
IMAGE:510088	105817		70
IMAGE:51011	226583	GUCY1A3	4
IMAGE:510116	102392	S100P	70
IMAGE:510228	MKI67	antigen	124
IMAGE:510273	106486		70
IMAGE:510466	116089	KRT19	70
IMAGE:510556	99441		259
IMAGE:511096	99680		124
IMAGE:511233	105129	TMEPAI	70
IMAGE:511459	115729	GRP58	38
IMAGE:511633	112699	RIG-I	70
IMAGE:511775	116161		70
IMAGE:511778	106197	TM4SF1	70
IMAGE:511786	110699		124
IMAGE:511967	100032		124
IMAGE:51391	120948		796
IMAGE:51532	113413	ARL6IP	124
IMAGE:51582	106357	LMO7	70
IMAGE:51741	#N/A	NA	38
IMAGE:51784	310352		314
IMAGE:51787	307418		111
IMAGE:51939	120647		36
IMAGE:51986	120893	MUM2	70
IMAGE:51990	307088		139
IMAGE:51996	308367		235
IMAGE:51997	241004		74
IMAGE:52042	222650	KIAA0676	38
IMAGE:52106	308195		1
IMAGE:52327	111651	HIRA	38
IMAGE:525246	106908	ITGA2	70
IMAGE:526184	99209	KIAA0118	70
IMAGE:526657	109699	TCEB3	70
IMAGE:52684	105007		536
IMAGE:52704	105510		70
IMAGE:52865	#N/A	NA	715
IMAGE:52930	114766	MIG2	70
IMAGE:52933	101636	LIV-1	70
IMAGE:530197	227109	DENR	70
IMAGE:531402	106348		70
IMAGE:531511	310396		780
IMAGE:53245	310856		70
IMAGE:53361	307919		1
IMAGE:544502	111879	IFIT1	70
IMAGE:544664	106061	MATR3	38
IMAGE:544959	#N/A	NA	70
IMAGE:549728	116918	CAPN2	70
IMAGE:564405	106843		226
IMAGE:564428	#N/A	NA	175
IMAGE:564803	113261	FOXM1	124
IMAGE:564849	309923	SDCCAG8	613
IMAGE:564951	118675		23
IMAGE:565624	119959		38
IMAGE:565734	116743		124
IMAGE:566339	119393	UBL3	70
IMAGE:567306	#N/A	NA	653
IMAGE:586762	309484	PRKAR2A	1
IMAGE:587332	108614		291
IMAGE:588661	113390	CTSS	70
IMAGE:589153	308148		38
IMAGE:590154	108945	PLAUR	70
IMAGE:590253	99538	FLJ20333	124
IMAGE:590338	101735	LOC51065	70
IMAGE:590774	102354	MAPK13	124
IMAGE:591095	105374	NUCKS	70
IMAGE:591265	105185	KRT17	70
IMAGE:591597	310436		261
IMAGE:592359	#N/A	NA	1
IMAGE:592699	104016		70
IMAGE:593458	115607		107
IMAGE:593520	107844	LOC51324	70
IMAGE:593825	112288		70
IMAGE:594038	111486	FGF12B	20
IMAGE:594524	106511		478
IMAGE:594693	103122		70
IMAGE:595037	110876	RAI3	70
IMAGE:595637	103411		70
IMAGE:609264	#N/A	NA	105
IMAGE:609366	113050	MXI1	70
IMAGE:610113	105555	SNX2	70
IMAGE:610362	102980	HMMR	124
IMAGE:612274	117016	TUBA1	124
IMAGE:613113	119720		70
IMAGE:613499	307810		703
IMAGE:62257	109445	RPS8	70
IMAGE:62416	99332		70
IMAGE:624379	107562	KIAA0740	70
IMAGE:624627	109251	RRM2	70
IMAGE:624811	221043	GLS	70
IMAGE:624991	222241	LOC51074	70
IMAGE:626068	99280	XPOT	70
IMAGE:626230	310098	IDN3	124
IMAGE:626343	98686	SH3BP5	70
IMAGE:626874	310715	FLJ23399	70
IMAGE:628357	102145	ACTN3	70
IMAGE:645565	226302		124
IMAGE:646057	310059		70
IMAGE:66317	105906	H1F2	70
IMAGE:66406	117169	DKFZp762E1312	124
IMAGE:665697	108533	MUM2	70
IMAGE:66611	310281		300
IMAGE:666155	306873		20
IMAGE:666879	99723	ANXA8	70
IMAGE:66759	310037		12
IMAGE:66811	309595		575
IMAGE:669485	114642	EGFR	70
IMAGE:67055	103007		38
IMAGE:67092	117988		124
IMAGE:681997	307284	DLX4	70
IMAGE:682085	107404	C8ORF1	138
IMAGE:682817	162173	MDM2	38
IMAGE:682984	227015		70
IMAGE:683129	188060		141
IMAGE:683151	221819		5
IMAGE:683274	226164		365
IMAGE:683569	309686		70
IMAGE:684240	226161		73
IMAGE:684277	225842		70
IMAGE:684311	187015		44
IMAGE:684738	185385		509
IMAGE:685633	309564	PIP5K1A	38
IMAGE:68605	118242	IGFBP7	70
IMAGE:686172	111873	KIAA0008	124
IMAGE:686594	187712	KIAA0965	38
IMAGE:687054	117675	RELB	70
IMAGE:687579	104248	HT018	4
IMAGE:687931	313368	MYO5A	70
IMAGE:687972	98882		70
IMAGE:68950	112883	CCNE1	124
IMAGE:69378	108730		70
IMAGE:70030	110718	FLJ20333	124
IMAGE:700503	186743		223
IMAGE:700527	119952	GLRX	70
IMAGE:700721	102679	MCM5	70
IMAGE:700792	105407	CDKN3	124
IMAGE:701123	187682		158
IMAGE:70152	114324	DKFZP586A0522	70
IMAGE:701579	187171	FLJ20298	44
IMAGE:701602	187178		634
IMAGE:701625	116238	NPAT	124
IMAGE:701629	221024	TCF4	5
IMAGE:701790	186313		180
IMAGE:703581	100039	PRG1	70
IMAGE:703633	318780	CKS1	124
IMAGE:703800	221675		565
IMAGE:703827	226274	NTKL	38
IMAGE:703838	225971	C8ORF1	70
IMAGE:70384	120898		125
IMAGE:703855	307668		20
IMAGE:703964	103400	INPPL1	38
IMAGE:704300	186275		169
IMAGE:704404	162184		1
IMAGE:704690	114742	HIPK3	86
IMAGE:70500	118130	TBX3-iso	70
IMAGE:705064	109733	TACC3	124
IMAGE:705110	120303	CASP9	70
IMAGE:71087	120921	MAFF	70
IMAGE:71154	#N/A	NA	92
IMAGE:711768	102693	GALE	70
IMAGE:711993	186427	KIAA1382	70
IMAGE:712166	310323	KIAA0855	124
IMAGE:712246	187467		113
IMAGE:712292	#N/A	NA	70
IMAGE:712298	224964	LSR7	74
IMAGE:712426	224780	BCL7A	70
IMAGE:712434	186293		772
IMAGE:712505	161703	CDC2	124
IMAGE:712976	187086		30
IMAGE:713019	184966	CRSP2	38
IMAGE:713127	309085	SMC4L1	124
IMAGE:713145	109742	CD44	70
IMAGE:713193	113627	JAK1	70
IMAGE:713203	309674	PIK4CB	38
IMAGE:713230	98624	SEPW1	70
IMAGE:713236	111500	MPHOSPH1	124
IMAGE:713347	160965		30
IMAGE:713455	114150	ANXA2	70
IMAGE:713873	108384		70
IMAGE:714043	108144		304
IMAGE:714096	107574		51
IMAGE:71902	108815	CKAP2	124
IMAGE:723930	116569		124
IMAGE:724615	112056	CHC1	38
IMAGE:724831	98668	BCL7B	38
IMAGE:725402	115368		36
IMAGE:725454	114475	CKS2	124
IMAGE:725495	100350		124
IMAGE:725503	101116	DDT	70
IMAGE:725630	104583	PEA15	70
IMAGE:725634	119797		368
IMAGE:725675	112047		729
IMAGE:726144	105229	ITGA3	70
IMAGE:726508	106937	DKFZP434I216	70
IMAGE:726551	119232		206
IMAGE:726588	108888	FLJ11186	124
IMAGE:726681	102562		38
IMAGE:726826	114937		5
IMAGE:726874	117462	HSF2BP	70
IMAGE:727147	120413	SERPINB3	124
IMAGE:727164	118488	KIAA0273	70
IMAGE:727202	103392		5
IMAGE:727207	310188		92
IMAGE:727251	103549	CD9	70
IMAGE:727526	120314	CENPE	124
IMAGE:730001	99259		85
IMAGE:730587	102942	PAK4	70
IMAGE:730633	105414	LUC7A	38
IMAGE:731095	99493		124
IMAGE:731156	99627		216
IMAGE:731249	#N/A	NA	711
IMAGE:731308	102851	CS	38
IMAGE:731432	106524		36
IMAGE:73437	308804	ARNT	232
IMAGE:73551	310661	TNKL	38
IMAGE:739116	224574	CTSZ	47
IMAGE:739578	220868	C4.4A	70
IMAGE:739872	316676	PCYT2	70
IMAGE:739993	103965	BRE	70
IMAGE:740457	118214	BMI1	70
IMAGE:740604	104418	ISG20	70
IMAGE:740907	101229	APEX	70
IMAGE:740932	112801		92
IMAGE:740941	113954	APM2	70
IMAGE:740975	103395		152
IMAGE:741015	110655	FLJ22252	70
IMAGE:741389	110185	RABEX5	70
IMAGE:741429	120453	MAPK4	70
IMAGE:741991	104876	MX1	1
IMAGE:742041	#N/A	NA	70
IMAGE:742115	102637		70
IMAGE:742132	109909	ISG15	70
IMAGE:742611	114758	MXI1	70
IMAGE:742659	110067		109
IMAGE:742685	107150	DAB2	70
IMAGE:742874	116408		522
IMAGE:742890	98830		30
IMAGE:743230	109489		70
IMAGE:743446	119529		23
IMAGE:743693	225176		20
IMAGE:743699	222571		70
IMAGE:743743	221086	ACTL7B	241
IMAGE:743810	222270		124
IMAGE:743828	224715		153
IMAGE:743853	317047		428
IMAGE:743856	311820		124
IMAGE:743859	224119		70
IMAGE:743959	221699		122
IMAGE:743982	224939		843
IMAGE:743987	223867	FLJ23293	124
IMAGE:743998	225705		386
IMAGE:744047	111792	PLK	124
IMAGE:744053	222585		25
IMAGE:745072	224998		528
IMAGE:745084	222268		5
IMAGE:745097	224319		1
IMAGE:745100	225551		25
IMAGE:745101	220666		363
IMAGE:745138	111347	TUBA2	124
IMAGE:745189	309863	DAZAP1	38
IMAGE:745235	223746		169
IMAGE:745267	220275		4
IMAGE:745471	221016		450
IMAGE:745536	226227	TTC2	74
IMAGE:745540	224661		25
IMAGE:745546	226799		139
IMAGE:745604	224042	BCAR1	70
IMAGE:745632	116240	KIAA1040	92
IMAGE:745672	108509		70
IMAGE:745681	115785		70
IMAGE:745690	113629		70
IMAGE:745691	98628		2
IMAGE:745699	100685		70
IMAGE:745773	105802		732
IMAGE:745775	120338		2
IMAGE:745858	118206		186
IMAGE:746080	162409	LOC51088	70
IMAGE:746148	113075	STK17B	124
IMAGE:746217	186978		124
IMAGE:746227	186980		135
IMAGE:74678	309706	PTPN1	70
IMAGE:74713	100862	FLJ22673	70
IMAGE:75168	109900		355
IMAGE:752612	308166		789
IMAGE:752625	112156		70
IMAGE:752747	226755		70
IMAGE:752754	109845		70
IMAGE:753028	109841		124
IMAGE:753038	112875	KIFC3	70
IMAGE:753138	309454		70
IMAGE:753198	111783		124
IMAGE:753262	221266		44
IMAGE:753315	223461		586
IMAGE:753428	220604		70
IMAGE:753467	118837	SLC2A3	70
IMAGE:753587	111511	BTN3A3	70
IMAGE:753610	#N/A	NA	70
IMAGE:753743	116038	IL6ST	70
IMAGE:753862	114535	SERPINB6	70
IMAGE:753907	111509		70
IMAGE:753931	108032	CXCR4	70
IMAGE:753969	309939	DLG5	70
IMAGE:754017	308072	C12ORF4	4
IMAGE:754083	114360		811
IMAGE:754106	178285	TIMP3	609
IMAGE:754378	116493	PTGES	70
IMAGE:754417	309035	HT013	70
IMAGE:754451	308336	KIAA0934	103
IMAGE:754474	110241		1
IMAGE:754491	309992	CTSS	4
IMAGE:754543	107162		78
IMAGE:754835	111721	FLJ22252	92
IMAGE:755165	113862		557
IMAGE:755240	106023		5
IMAGE:755402	107957	ITGA3	70
IMAGE:755409	226493	ENSA	1
IMAGE:755538	103904		70
IMAGE:75581	112661		70
IMAGE:755895	220331	FLJ14298	36
IMAGE:756245	108554		1
IMAGE:75644	110952	TNXB	70
IMAGE:756596	107747	DUSP4	70
IMAGE:756687	117855	CD36L1	70
IMAGE:756769	#N/A	NA	124
IMAGE:756828	111534		30
IMAGE:757113	113584		601
IMAGE:757138	319051		61
IMAGE:757229	315384		46
IMAGE:757240	116307		334
IMAGE:757322	225051		4
IMAGE:757489	117585	TUBA2	70
IMAGE:758332	110102	FLJ22009	124
IMAGE:758435	111665	TIEG	70
IMAGE:75879	#N/A	NA	70
IMAGE:759873	112249	P37NB	124
IMAGE:76103	109245		70
IMAGE:767068	118458	DKFZP586G1517	70
IMAGE:767101	119012	SIR2L	38
IMAGE:767167	#N/A	NA	32
IMAGE:767346	114310	C14ORF4	70
IMAGE:767402	310921	LOC51642	70
IMAGE:767471	99634	DISC1	4
IMAGE:767993	100129	PTRF	70
IMAGE:768260	105417	E2F1	124
IMAGE:768370	116844	ARHB	70
IMAGE:768417	112111	KIAA0987	132
IMAGE:768454	116212	KIAA1673	70
IMAGE:768576	309200		567
IMAGE:768606	105315		72
IMAGE:769513	101861	MKI67	124
IMAGE:769698	#N/A	NA	2
IMAGE:769713	120296		73
IMAGE:769754	105300	PANX1	70
IMAGE:769857	100489	CBS	70
IMAGE:769921	119851	UBCH10	124
IMAGE:769926	109468	ERP70	70
IMAGE:769959	116510	COL4A2	70
IMAGE:770080	109475	PXN	70
IMAGE:770546	104088	PPP4R1	38
IMAGE:770884	116261	TIP-1	70
IMAGE:770954	103990		70
IMAGE:770957	116828	DPYD	38
IMAGE:771004	100599	KIAA1201	70
IMAGE:771128	103379		70
IMAGE:771165	101775		38
IMAGE:771461	115457	KIAA0220	74
IMAGE:771579	113301		157
IMAGE:771834	120111		222
IMAGE:77197	103231		70
IMAGE:773147	111977	FLJ10491	124
IMAGE:773169	119023		150
IMAGE:773211	#N/A	NA	274
IMAGE:773254	108620	SFPQ	124
IMAGE:773286	120425	SLC9A3R1	70
IMAGE:773345	107605	FLJ20530	124
IMAGE:773479	99640	TUBB	124
IMAGE:773602	226909		136
IMAGE:77361	100195	LOC51119	70
IMAGE:774071	117983	CLTH	38
IMAGE:774409	119056	ENG	183
IMAGE:781047	114729	BUB1	124
IMAGE:781059	101866		54
IMAGE:781089	103234	PTTG1	124
IMAGE:781401	117056		33
IMAGE:78148	98697		70
IMAGE:781505	102654		70
IMAGE:782209	112140	MDS001	70
IMAGE:782446	114704	TUBB	70
IMAGE:782497	117657		70
IMAGE:782575	114095		70
IMAGE:782774	104426	DKFZP566C134	70
IMAGE:783189	99791		1
IMAGE:783465	117318		20
IMAGE:783475	102323		74
IMAGE:783502	116849		422
IMAGE:783521	107432		139
IMAGE:78353	107373	RNAHP	70
IMAGE:783697	113293	BNIP3	70
IMAGE:784100	119719	LIM	70
IMAGE:784337	108163	SDF1	70
IMAGE:784593	102204	ARHE	70
IMAGE:784847	#N/A	NA	70
IMAGE:785368	113173	TOPK	124
IMAGE:785389	307383	CTPS	70
IMAGE:785622	#N/A	NA	70
IMAGE:785646	310535	MTMR4	70
IMAGE:785821	105491	CEP4	70
IMAGE:785938	308441		70
IMAGE:786067	109366	CDC25B	124
IMAGE:786069	116866	BACE	177
IMAGE:786109	114254	MAN1A2	70
IMAGE:786154	104843		177
IMAGE:786202	105121	TMP21	70
IMAGE:786504	111193	SMC4L1	124
IMAGE:786590	102698	IBSP	385
IMAGE:786609	107265		70
IMAGE:787867	221928		40
IMAGE:788256	108920	KNSL5	124
IMAGE:788536	308556	KPNB2	38
IMAGE:788609	225389		564
IMAGE:789091	104837	H2AFL	70
IMAGE:789182	113139	PCNA	124
IMAGE:789376	119476	TXNRD1	124
IMAGE:78946	109284		1
IMAGE:795185	104679	XPR1	70
IMAGE:795198	105981	ZIRTL	38
IMAGE:795216	109680	ATE1	70
IMAGE:79525	107237	UBL3	70
IMAGE:795379	113346	KIAA1010	70
IMAGE:795552	103756	HIBCH	70
IMAGE:795579	220885		70
IMAGE:795746	104959	FLJ23468	70
IMAGE:79581	220822	CC1.3	124
IMAGE:795877	99936	SNK	70
IMAGE:795936	116626	TSN	124
IMAGE:796266	105127	DKFZp761K1423	36
IMAGE:796614	114166		781
IMAGE:796646	107975	ODC1	70
IMAGE:796694	110227	BIRC5	124
IMAGE:796760	104419		70
IMAGE:797059	105363	NAP1L3	70
IMAGE:79848	224618	HEF1	70
IMAGE:79996	116793		149
IMAGE:800185	119356		145
IMAGE:800257	119264		1
IMAGE:800610	118801		1
IMAGE:802570	116659		70
IMAGE:80343	119545		73
IMAGE:80344	317716	IL7R	70
IMAGE:80823	100105		70
IMAGE:80833	120252	SFTPA2	5
IMAGE:809473	118994	PTRF	70
IMAGE:809495	103473		70
IMAGE:809503	101789	CDC2L1	70
IMAGE:809533	116229		70
IMAGE:809567	117604	FLOT1	70
IMAGE:809587	103715	P114-RHO-GEF	70
IMAGE:809656	227065	KIAA1105	38
IMAGE:809674	114561	DKFZP586J0619	38
IMAGE:809703	114382	CTL2	70
IMAGE:80974	119442		74
IMAGE:809755	#N/A	NA	125
IMAGE:809824	116205	TMEPAI	70
IMAGE:809862	223102	HPC2	38
IMAGE:809876	119163	ATP5G2	70
IMAGE:809910	178264	IFITM3	70
IMAGE:810017	107648	PLAUR	70
